COMPONENT	NUMBER OF GENES	BETA	BETA_STD	SE	P	BONFERONNI	DATASET	DISEASE_NAME
380	31	-0.0627	-0.00266	0.165	0.64828	0	CG	LDL
381	19	-0.0287	-0.000952	0.209	0.55455	0	CG	LDL
383	14	0.0557	0.00159	0.231	0.40481	0	CG	LDL
387	14	-0.00922	-0.000263	0.243	0.51511	0	CG	LDL
389	12	-0.0248	-0.000656	0.245	0.54034	0	CG	LDL
390	23	-0.0622	-0.00227	0.168	0.64452	0	CG	LDL
397	14	0.0256	0.00073	0.259	0.46068	0	CG	LDL
402	20	0.0189	0.000646	0.186	0.45938	0	CG	LDL
405	23	0.353	0.0129	0.189	0.030863	0	CG	LDL
417	4	-0.242	-0.00369	0.538	0.67328	0	CG	LDL
419	28	0.189	0.00763	0.161	0.12027	0	CG	LDL
420	10	0.141	0.00341	0.273	0.30228	0	CG	LDL
421	8	-0.152	-0.00329	0.275	0.71037	0	CG	LDL
423	22	0.39	0.0139	0.161	0.0077481	0	CG	LDL
424	16	-0.346	-0.0106	0.181	0.97182	0	CG	LDL
431	5	-0.0363	-0.00062	0.355	0.54077	0	CG	LDL
451	17	0.165	0.0052	0.207	0.21256	0	CG	LDL
454	26	0.101	0.00392	0.181	0.28897	0	CG	LDL
470	4	-0.359	-0.00547	0.562	0.73828	0	CG	LDL
477	20	0.0314	0.00107	0.183	0.43214	0	CG	LDL
482	11	-0.213	-0.0054	0.281	0.77613	0	CG	LDL
486	14	0.13	0.00371	0.212	0.26937	0	CG	LDL
491	16	-0.177	-0.0054	0.236	0.77341	0	CG	LDL
493	19	0.114	0.00378	0.183	0.26752	0	CG	LDL
28	14	-0.191	-0.00546	0.226	0.80196	0	FF	LDL
34	16	-0.454	-0.0139	0.239	0.97146	0	FF	LDL
50	9	-0.4	-0.00915	0.282	0.92206	0	FF	LDL
52	15	0.376	0.0111	0.222	0.045668	0	FF	LDL
61	30	-0.214	-0.00892	0.174	0.88962	0	FF	LDL
70	14	0.149	0.00426	0.245	0.27141	0	FF	LDL
73	10	0.428	0.0103	0.315	0.086554	0	FF	LDL
82	11	-0.189	-0.00478	0.242	0.78244	0	FF	LDL
84	3	0.0753	0.000995	0.444	0.43268	0	FF	LDL
90	6	0.638	0.0119	0.391	0.051319	0	FF	LDL
91	25	-0.0153	-0.000583	0.181	0.53359	0	FF	LDL
93	24	-0.115	-0.00431	0.18	0.73927	0	FF	LDL
96	19	0.0629	0.00209	0.2	0.37663	0	FF	LDL
105	2	-0.766	-0.00826	0.758	0.84382	0	FF	LDL
121	9	-0.28	-0.00641	0.3	0.82464	0	FF	LDL
140	8	0.18	0.00389	0.292	0.26816	0	FF	LDL
148	10	-0.00122	-2.95e-05	0.253	0.50193	0	FF	LDL
152	20	0.0944	0.00322	0.201	0.31883	0	FF	LDL
170	5	-0.343	-0.00586	0.414	0.79676	0	FF	LDL
174	17	0.314	0.00986	0.196	0.054547	0	FF	LDL
180	13	-0.0559	-0.00154	0.25	0.58852	0	FF	LDL
201	28	0.122	0.00492	0.171	0.23822	0	FF	LDL
202	30	0.157	0.00654	0.157	0.15977	0	FF	LDL
206	3	0.157	0.00207	0.615	0.3995	0	FF	LDL
215	32	0.116	0.00499	0.156	0.22937	0	FF	LDL
221	14	0.247	0.00704	0.253	0.16439	0	FF	LDL
222	19	0.173	0.00574	0.216	0.21235	0	FF	LDL
281	23	0.283	0.0104	0.186	0.064309	0	FF	LDL
306	3	-0.0515	-0.000681	0.571	0.53596	0	FF	LDL
307	34	-0.125	-0.00556	0.142	0.81115	0	FF	LDL
312	14	0.124	0.00353	0.217	0.28453	0	FF	LDL
317	37	-0.232	-0.0108	0.148	0.94107	0	FF	LDL
319	25	-0.165	-0.00627	0.166	0.8388	0	FF	LDL
337	13	-0.316	-0.00868	0.252	0.8947	0	FF	LDL
338	19	0.329	0.0109	0.206	0.055149	0	FF	LDL
343	26	0.0549	0.00214	0.185	0.38317	0	FF	LDL
347	17	0.326	0.0103	0.235	0.082585	0	FF	LDL
353	28	-0.26	-0.0105	0.15	0.95782	0	FF	LDL
363	11	0.0375	0.000948	0.292	0.44891	0	FF	LDL
369	16	0.197	0.00601	0.207	0.17118	0	FF	LDL
371	23	-0.00856	-0.000313	0.189	0.51802	0	FF	LDL
375	26	-0.0934	-0.00363	0.174	0.70399	0	FF	LDL
392	19	-0.0993	-0.0033	0.193	0.69617	0	FF	LDL
403	8	0.0418	0.000902	0.339	0.45096	0	FF	LDL
407	20	0.0592	0.00202	0.21	0.38913	0	FF	LDL
419	27	0.0298	0.00118	0.161	0.4265	0	FF	LDL
421	25	0.14	0.00534	0.168	0.20255	0	FF	LDL
435	14	-0.0697	-0.00199	0.236	0.61605	0	FF	LDL
439	19	-0.22	-0.00731	0.186	0.88147	0	FF	LDL
451	23	-0.341	-0.0125	0.17	0.97743	0	FF	LDL
468	4	-0.661	-0.0101	0.532	0.89276	0	FF	LDL
474	6	-0.292	-0.00545	0.372	0.78336	0	FF	LDL
476	3	-0.0539	-0.000712	0.559	0.53836	0	FF	LDL
477	30	-0.111	-0.00465	0.162	0.75468	0	FF	LDL
487	7	-0.129	-0.00261	0.382	0.63267	0	FF	LDL
489	15	0.0442	0.00131	0.231	0.42403	0	FF	LDL
26	39	0.217	0.0103	0.142	0.064043	0	FF	LDL
2	31	-0.115	-0.00486	0.155	0.76961	0	CG	TC
3	13	0.0447	0.00123	0.236	0.42482	0	CG	TC
8	12	-0.36	-0.00951	0.232	0.93954	0	CG	TC
11	15	0.438	0.0129	0.251	0.040323	0	CG	TC
13	11	-0.438	-0.0111	0.257	0.95576	0	CG	TC
16	10	0.0421	0.00102	0.282	0.44064	0	CG	TC
19	17	-0.057	-0.00179	0.212	0.60576	0	CG	TC
23	22	-0.052	-0.00186	0.165	0.62382	0	CG	TC
27	16	0.0692	0.00211	0.216	0.37441	0	CG	TC
30	23	-0.0154	-0.000563	0.183	0.53345	0	CG	TC
38	7	0.143	0.00288	0.353	0.34294	0	CG	TC
40	15	-0.0704	-0.00208	0.232	0.61907	0	CG	TC
42	15	-0.00662	-0.000195	0.23	0.51147	0	CG	TC
46	12	0.278	0.00735	0.259	0.14093	0	CG	TC
49	9	0.0687	0.00157	0.324	0.416	0	CG	TC
61	14	0.0583	0.00166	0.296	0.4218	0	CG	TC
74	6	0.152	0.00284	0.351	0.33282	0	CG	TC
75	18	-0.19	-0.00616	0.191	0.84056	0	CG	TC
78	7	-0.0797	-0.00161	0.349	0.5902	0	CG	TC
87	26	-0.297	-0.0116	0.164	0.96469	0	CG	TC
88	26	0.217	0.00843	0.158	0.084733	0	CG	TC
89	23	0.268	0.00981	0.164	0.050782	0	CG	TC
106	20	0.116	0.00394	0.222	0.30078	0	CG	TC
108	8	0.296	0.00638	0.313	0.17215	0	CG	TC
111	20	-0.151	-0.00516	0.17	0.81328	0	CG	TC
112	18	-0.0348	-0.00113	0.227	0.5609	0	CG	TC
113	16	-0.146	-0.00446	0.196	0.77239	0	CG	TC
116	29	-0.0179	-0.000733	0.159	0.54462	0	CG	TC
117	11	-0.125	-0.00315	0.28	0.67164	0	CG	TC
118	14	0.0336	0.000958	0.249	0.44628	0	CG	TC
119	8	-0.411	-0.00886	0.351	0.87943	0	CG	TC
122	27	0.0419	0.00166	0.153	0.39231	0	CG	TC
132	12	-0.18	-0.00476	0.27	0.74746	0	CG	TC
134	17	-0.101	-0.00319	0.216	0.68091	0	CG	TC
147	9	0.46	0.0105	0.354	0.096885	0	CG	TC
149	4	-0.407	-0.00621	0.467	0.80817	0	CG	TC
150	3	-0.594	-0.00785	0.709	0.79913	0	CG	TC
151	11	0.107	0.00271	0.281	0.35135	0	CG	TC
154	29	0.159	0.00652	0.172	0.17791	0	CG	TC
158	26	-0.113	-0.0044	0.186	0.72862	0	CG	TC
171	9	-0.0725	-0.00166	0.338	0.58497	0	CG	TC
176	20	-0.143	-0.00486	0.188	0.7754	0	CG	TC
187	22	0.136	0.00485	0.203	0.25214	0	CG	TC
188	9	-0.274	-0.00627	0.321	0.80331	0	CG	TC
189	25	0.0551	0.0021	0.161	0.36584	0	CG	TC
194	22	-0.0135	-0.000482	0.197	0.52728	0	CG	TC
196	9	-0.101	-0.00231	0.346	0.61479	0	CG	TC
200	9	0.188	0.0043	0.265	0.23946	0	CG	TC
207	20	-0.0471	-0.00161	0.188	0.599	0	CG	TC
209	25	0.25	0.00953	0.18	0.082959	0	CG	TC
212	22	-0.0848	-0.00303	0.178	0.68317	0	CG	TC
213	25	0.0407	0.00155	0.187	0.41385	0	CG	TC
217	19	-0.333	-0.0111	0.199	0.95341	0	CG	TC
228	6	0.297	0.00555	0.31	0.16906	0	CG	TC
231	18	0.0658	0.00213	0.222	0.38323	0	CG	TC
234	16	0.0765	0.00233	0.215	0.36075	0	CG	TC
237	16	-0.0917	-0.0028	0.209	0.66969	0	CG	TC
239	22	-0.155	-0.00555	0.199	0.78256	0	CG	TC
240	7	0.0205	0.000413	0.394	0.47929	0	CG	TC
242	14	0.00399	0.000114	0.229	0.49306	0	CG	TC
249	9	0.382	0.00874	0.325	0.11953	0	CG	TC
250	22	-0.0268	-0.000959	0.193	0.55517	0	CG	TC
251	8	0.0256	0.000552	0.3	0.46598	0	CG	TC
257	18	-0.0806	-0.00261	0.211	0.64885	0	CG	TC
259	10	-0.224	-0.0054	0.281	0.78729	0	CG	TC
262	8	-0.214	-0.00462	0.289	0.77054	0	CG	TC
268	13	-0.104	-0.00286	0.26	0.65575	0	CG	TC
270	9	-0.268	-0.00613	0.25	0.85844	0	CG	TC
271	25	-0.191	-0.00727	0.211	0.81664	0	CG	TC
272	11	-0.473	-0.012	0.311	0.93558	0	CG	TC
280	27	0.104	0.00411	0.158	0.25573	0	CG	TC
282	11	-0.369	-0.00932	0.24	0.93774	0	CG	TC
302	6	0.399	0.00746	0.438	0.18083	0	CG	TC
309	11	-0.188	-0.00477	0.298	0.73647	0	CG	TC
312	19	0.0246	0.000818	0.179	0.4454	0	CG	TC
327	18	-0.0688	-0.00223	0.219	0.62347	0	CG	TC
332	16	-0.0439	-0.00134	0.208	0.58345	0	CG	TC
333	25	0.112	0.00427	0.167	0.25116	0	CG	TC
334	16	-0.067	-0.00204	0.222	0.61877	0	CG	TC
339	12	-0.296	-0.00781	0.252	0.87974	0	CG	TC
341	11	-0.0914	-0.00231	0.257	0.63893	0	CG	TC
342	24	0.152	0.00567	0.179	0.19826	0	CG	TC
359	7	0.148	0.00298	0.333	0.32874	0	CG	TC
368	13	0.416	0.0114	0.301	0.083313	0	CG	TC
369	11	0.234	0.00593	0.266	0.1888	0	CG	TC
370	10	-0.0955	-0.0023	0.232	0.65941	0	CG	TC
378	7	0.238	0.00481	0.309	0.22005	0	CG	TC
380	31	-0.0869	-0.00369	0.169	0.69613	0	CG	TC
381	19	0.0147	0.000488	0.215	0.47276	0	CG	TC
383	14	-0.134	-0.00382	0.238	0.71286	0	CG	TC
387	14	0.137	0.00392	0.25	0.2916	0	CG	TC
389	12	0.376	0.00993	0.255	0.070061	0	CG	TC
390	23	0.0336	0.00123	0.173	0.42306	0	CG	TC
397	14	0.142	0.00406	0.267	0.29689	0	CG	TC
402	20	-0.173	-0.0059	0.191	0.8174	0	CG	TC
405	23	0.11	0.00402	0.194	0.28602	0	CG	TC
417	4	-0.742	-0.0113	0.554	0.90989	0	CG	TC
419	28	0.123	0.00497	0.166	0.22903	0	CG	TC
420	10	-0.0336	-0.000811	0.281	0.54766	0	CG	TC
421	8	-0.0105	-0.000227	0.283	0.51485	0	CG	TC
423	22	0.403	0.0144	0.166	0.0074502	0	CG	TC
424	16	-0.142	-0.00433	0.187	0.77658	0	CG	TC
431	5	-0.0318	-0.000542	0.377	0.53357	0	CG	TC
451	17	0.0202	0.000634	0.213	0.46231	0	CG	TC
454	26	0.282	0.011	0.187	0.065218	0	CG	TC
470	4	-0.112	-0.0017	0.579	0.57643	0	CG	TC
477	20	0.0851	0.0029	0.189	0.32602	0	CG	TC
482	11	-0.162	-0.00409	0.289	0.71214	0	CG	TC
486	14	0.215	0.00612	0.218	0.16261	0	CG	TC
491	16	0.000581	1.77e-05	0.243	0.49905	0	CG	TC
493	19	0.062	0.00206	0.189	0.37142	0	CG	TC
28	14	-0.0702	-0.002	0.232	0.61874	0	FF	TC
34	16	-0.343	-0.0105	0.246	0.91847	0	FF	TC
50	9	-0.499	-0.0114	0.29	0.95738	0	FF	TC
52	15	-0.0197	-0.000581	0.229	0.53427	0	FF	TC
61	30	-0.225	-0.00939	0.179	0.89497	0	FF	TC
70	14	0.0348	0.000992	0.252	0.44524	0	FF	TC
73	10	0.518	0.0125	0.324	0.054926	0	FF	TC
82	11	-0.00283	-7.15e-05	0.249	0.50453	0	FF	TC
84	3	0.53	0.007	0.483	0.13624	0	FF	TC
90	6	0.0727	0.00136	0.402	0.42828	0	FF	TC
91	25	-0.0312	-0.00119	0.187	0.56636	0	FF	TC
93	24	-0.14	-0.00522	0.185	0.77477	0	FF	TC
96	19	-0.148	-0.00492	0.207	0.76247	0	FF	TC
105	2	-0.587	-0.00633	0.781	0.77392	0	FF	TC
121	9	-0.0539	-0.00123	0.309	0.5693	0	FF	TC
140	8	0.0157	0.000339	0.3	0.47911	0	FF	TC
148	10	-0.0452	-0.00109	0.26	0.56896	0	FF	TC
152	20	-0.0266	-0.000907	0.206	0.55129	0	FF	TC
170	5	-0.419	-0.00715	0.426	0.83765	0	FF	TC
174	17	0.356	0.0112	0.201	0.038472	0	FF	TC
180	13	-0.215	-0.0059	0.257	0.7978	0	FF	TC
201	28	0.111	0.00447	0.176	0.2649	0	FF	TC
202	30	0.258	0.0108	0.162	0.055877	0	FF	TC
206	3	0.41	0.00542	0.633	0.25874	0	FF	TC
215	32	-0.00933	-0.000402	0.161	0.52313	0	FF	TC
221	14	0.233	0.00665	0.26	0.18504	0	FF	TC
222	19	0.182	0.00604	0.223	0.20722	0	FF	TC
281	23	0.126	0.00461	0.192	0.25548	0	FF	TC
306	3	0.000658	8.7e-06	0.587	0.49955	0	FF	TC
307	34	-0.00659	-0.000293	0.146	0.51796	0	FF	TC
312	14	-0.0437	-0.00125	0.223	0.57748	0	FF	TC
317	37	-0.167	-0.00772	0.153	0.86213	0	FF	TC
319	25	-0.231	-0.00879	0.172	0.91061	0	FF	TC
337	13	-0.281	-0.00774	0.259	0.86105	0	FF	TC
338	19	-0.109	-0.00361	0.212	0.69558	0	FF	TC
343	26	-0.161	-0.00624	0.19	0.80078	0	FF	TC
347	17	0.185	0.00583	0.243	0.22253	0	FF	TC
353	28	-0.187	-0.00756	0.155	0.88712	0	FF	TC
363	11	0.13	0.00329	0.3	0.33272	0	FF	TC
369	16	0.0197	0.000601	0.213	0.46324	0	FF	TC
371	23	0.305	0.0111	0.195	0.058959	0	FF	TC
375	26	-0.143	-0.00554	0.179	0.78663	0	FF	TC
392	19	-0.266	-0.00885	0.199	0.90941	0	FF	TC
403	8	0.0773	0.00167	0.349	0.41241	0	FF	TC
407	20	0.0437	0.00149	0.216	0.41997	0	FF	TC
419	27	0.0839	0.00332	0.166	0.3062	0	FF	TC
421	25	-0.184	-0.007	0.173	0.85571	0	FF	TC
435	14	0.234	0.00667	0.243	0.16829	0	FF	TC
439	19	-0.218	-0.00725	0.191	0.87284	0	FF	TC
451	23	-0.132	-0.00483	0.175	0.77511	0	FF	TC
468	4	-0.153	-0.00233	0.548	0.60992	0	FF	TC
474	6	-0.11	-0.00206	0.383	0.61331	0	FF	TC
476	3	-0.076	-0.001	0.576	0.5525	0	FF	TC
477	30	0.0248	0.00104	0.166	0.44067	0	FF	TC
487	7	-0.165	-0.00332	0.393	0.66226	0	FF	TC
489	15	0.193	0.00571	0.237	0.2077	0	FF	TC
26	39	0.0745	0.00355	0.147	0.30562	0	FF	TC
2	31	0.0642	0.00273	0.147	0.33138	0	CG	TG
3	13	-0.0564	-0.00155	0.223	0.59985	0	CG	TG
8	12	-0.00135	-3.57e-05	0.22	0.50245	0	CG	TG
11	15	0.375	0.0111	0.237	0.057258	0	CG	TG
13	11	-0.308	-0.00779	0.244	0.89694	0	CG	TG
16	10	-0.235	-0.00567	0.267	0.81071	0	CG	TG
19	17	0.207	0.00652	0.201	0.15152	0	CG	TG
23	22	-0.208	-0.00745	0.156	0.90889	0	CG	TG
27	16	-0.0127	-0.000388	0.205	0.52479	0	CG	TG
30	23	-0.081	-0.00296	0.174	0.67955	0	CG	TG
38	7	0.241	0.00486	0.335	0.23584	0	CG	TG
40	15	0.0225	0.000664	0.22	0.4593	0	CG	TG
42	15	-0.0348	-0.00103	0.218	0.56342	0	CG	TG
46	12	-0.0267	-0.000704	0.245	0.54334	0	CG	TG
49	9	-0.35	-0.008	0.307	0.87272	0	CG	TG
61	14	-0.156	-0.00445	0.28	0.71132	0	CG	TG
74	6	-0.0506	-0.000946	0.333	0.56051	0	CG	TG
75	18	0.236	0.00763	0.18	0.095539	0	CG	TG
78	7	-0.354	-0.00714	0.33	0.85819	0	CG	TG
87	26	-0.215	-0.00837	0.156	0.91678	0	CG	TG
88	26	0.0706	0.00274	0.149	0.31802	0	CG	TG
89	23	0.109	0.004	0.155	0.24069	0	CG	TG
106	20	0.145	0.00496	0.21	0.24416	0	CG	TG
108	8	0.232	0.00501	0.296	0.21634	0	CG	TG
111	20	-0.272	-0.00926	0.161	0.95408	0	CG	TG
112	18	-0.0867	-0.00281	0.215	0.65646	0	CG	TG
113	16	0.168	0.00512	0.185	0.18266	0	CG	TG
116	29	0.00208	8.53e-05	0.151	0.49451	0	CG	TG
117	11	0.0751	0.0019	0.266	0.38867	0	CG	TG
118	14	-0.027	-0.000771	0.236	0.54567	0	CG	TG
119	8	-0.114	-0.00246	0.329	0.63521	0	CG	TG
122	27	-0.0338	-0.00134	0.145	0.59202	0	CG	TG
132	12	-0.151	-0.00399	0.256	0.72267	0	CG	TG
134	17	-0.0382	-0.0012	0.204	0.57419	0	CG	TG
147	9	-0.0211	-0.000483	0.335	0.5251	0	CG	TG
149	4	-0.25	-0.00381	0.442	0.7138	0	CG	TG
150	3	-0.0395	-0.000522	0.671	0.52349	0	CG	TG
151	11	-0.226	-0.00572	0.266	0.80234	0	CG	TG
154	29	0.204	0.00836	0.163	0.10562	0	CG	TG
158	26	0.0311	0.00121	0.176	0.42999	0	CG	TG
171	9	0.201	0.0046	0.318	0.26352	0	CG	TG
176	20	-0.0069	-0.000235	0.178	0.51541	0	CG	TG
187	22	0.337	0.0121	0.192	0.039894	0	CG	TG
188	9	-0.525	-0.012	0.304	0.95778	0	CG	TG
189	25	0.113	0.0043	0.155	0.23373	0	CG	TG
194	22	0.394	0.0141	0.186	0.017358	0	CG	TG
196	9	0.172	0.00395	0.326	0.2984	0	CG	TG
200	9	0.192	0.0044	0.251	0.22221	0	CG	TG
207	20	0.000996	3.4e-05	0.178	0.49777	0	CG	TG
209	25	0.0739	0.00282	0.171	0.33249	0	CG	TG
212	22	-0.00893	-0.00032	0.169	0.52114	0	CG	TG
213	25	0.0343	0.00131	0.177	0.42332	0	CG	TG
217	19	-0.138	-0.0046	0.188	0.7691	0	CG	TG
228	6	-0.138	-0.00258	0.294	0.68088	0	CG	TG
231	18	0.0105	0.00034	0.21	0.48006	0	CG	TG
234	16	0.0195	0.000595	0.203	0.46181	0	CG	TG
237	16	-0.0749	-0.00228	0.198	0.64748	0	CG	TG
239	22	-0.122	-0.00437	0.188	0.74189	0	CG	TG
240	7	-0.0754	-0.00152	0.373	0.58003	0	CG	TG
242	14	-0.174	-0.00495	0.217	0.78805	0	CG	TG
249	9	0.635	0.0145	0.306	0.019169	0	CG	TG
250	22	-0.197	-0.00705	0.183	0.85916	0	CG	TG
251	8	0.0605	0.00131	0.284	0.4156	0	CG	TG
257	18	-0.355	-0.0115	0.2	0.96216	0	CG	TG
259	10	-0.183	-0.00442	0.264	0.75617	0	CG	TG
262	8	0.121	0.0026	0.274	0.32967	0	CG	TG
268	13	0.164	0.00451	0.246	0.25269	0	CG	TG
270	9	-0.103	-0.00236	0.236	0.66886	0	CG	TG
271	25	0.315	0.012	0.2	0.057919	0	CG	TG
272	11	-0.358	-0.00906	0.295	0.88775	0	CG	TG
280	27	0.106	0.00418	0.149	0.23982	0	CG	TG
282	11	-0.159	-0.00401	0.227	0.7576	0	CG	TG
302	6	-0.553	-0.0103	0.415	0.90893	0	CG	TG
309	11	0.411	0.0104	0.282	0.072792	0	CG	TG
312	19	0.172	0.00571	0.17	0.1556	0	CG	TG
327	18	0.0662	0.00214	0.207	0.37474	0	CG	TG
332	16	0.0849	0.00259	0.197	0.33356	0	CG	TG
333	25	0.0265	0.00101	0.158	0.43361	0	CG	TG
334	16	-0.0306	-0.000935	0.21	0.55807	0	CG	TG
339	12	-0.212	-0.0056	0.238	0.81326	0	CG	TG
341	11	0.0857	0.00217	0.243	0.36249	0	CG	TG
342	24	0.0349	0.0013	0.17	0.41841	0	CG	TG
359	7	0.0945	0.00191	0.316	0.38253	0	CG	TG
368	13	-0.0497	-0.00137	0.285	0.56921	0	CG	TG
369	11	0.169	0.00427	0.252	0.25118	0	CG	TG
370	10	-0.106	-0.00255	0.22	0.68419	0	CG	TG
378	7	0.104	0.0021	0.292	0.3609	0	CG	TG
380	31	-0.104	-0.0044	0.16	0.74086	0	CG	TG
381	19	-0.211	-0.00703	0.204	0.85032	0	CG	TG
383	14	-0.0375	-0.00107	0.226	0.56592	0	CG	TG
387	14	0.299	0.00853	0.237	0.10362	0	CG	TG
389	12	0.278	0.00733	0.239	0.12276	0	CG	TG
390	23	-0.0681	-0.00249	0.164	0.66139	0	CG	TG
397	14	-0.0256	-0.000731	0.253	0.54037	0	CG	TG
402	20	-0.11	-0.00374	0.181	0.72779	0	CG	TG
405	23	0.0729	0.00267	0.184	0.34605	0	CG	TG
417	4	-0.561	-0.00856	0.525	0.85766	0	CG	TG
419	28	0.0366	0.00148	0.157	0.40777	0	CG	TG
420	10	-0.0357	-0.00086	0.266	0.5534	0	CG	TG
421	8	0.151	0.00327	0.268	0.28579	0	CG	TG
423	22	-0.0201	-0.000717	0.157	0.55085	0	CG	TG
424	16	0.173	0.00527	0.177	0.16424	0	CG	TG
431	5	0.14	0.0024	0.346	0.3424	0	CG	TG
451	17	-0.146	-0.0046	0.202	0.76521	0	CG	TG
454	26	0.411	0.016	0.177	0.010007	0	CG	TG
470	4	0.103	0.00158	0.548	0.42526	0	CG	TG
477	20	0.0943	0.00321	0.179	0.29904	0	CG	TG
482	11	0.0967	0.00245	0.274	0.36197	0	CG	TG
486	14	-0.152	-0.00435	0.206	0.76997	0	CG	TG
491	16	0.287	0.00877	0.23	0.1056	0	CG	TG
493	19	0.289	0.00961	0.179	0.05297	0	CG	TG
28	14	-0.0947	-0.0027	0.22	0.66657	0	FF	TG
34	16	0.36	0.011	0.233	0.06087	0	FF	TG
50	9	0.261	0.00597	0.275	0.17133	0	FF	TG
52	15	-0.244	-0.00722	0.217	0.87009	0	FF	TG
61	30	0.121	0.00506	0.17	0.23784	0	FF	TG
70	14	0.273	0.00779	0.239	0.12668	0	FF	TG
73	10	0.13	0.00315	0.307	0.33531	0	FF	TG
82	11	0.208	0.00526	0.236	0.18939	0	FF	TG
84	3	-0.258	-0.0034	0.433	0.72408	0	FF	TG
90	6	-0.427	-0.00798	0.381	0.86881	0	FF	TG
91	25	0.152	0.00578	0.177	0.1957	0	FF	TG
93	24	-0.371	-0.0139	0.175	0.98281	0	FF	TG
96	19	0.0178	0.000591	0.195	0.46365	0	FF	TG
105	2	0.103	0.00111	0.739	0.44476	0	FF	TG
121	9	-0.329	-0.00754	0.292	0.87005	0	FF	TG
140	8	0.263	0.00568	0.284	0.1773	0	FF	TG
148	10	0.307	0.00741	0.246	0.10626	0	FF	TG
152	20	0.00756	0.000258	0.195	0.48457	0	FF	TG
170	5	0.0459	0.000783	0.403	0.4547	0	FF	TG
174	17	0.339	0.0107	0.191	0.037536	0	FF	TG
180	13	0.0312	0.000858	0.244	0.44904	0	FF	TG
201	28	0.214	0.00865	0.167	0.099579	0	FF	TG
202	30	0.233	0.00975	0.153	0.064061	0	FF	TG
206	3	-0.058	-0.000766	0.6	0.53849	0	FF	TG
215	32	0.203	0.00877	0.152	0.090685	0	FF	TG
221	14	-0.0353	-0.00101	0.246	0.55691	0	FF	TG
222	19	0.292	0.00972	0.211	0.082801	0	FF	TG
281	23	0.0801	0.00293	0.182	0.32967	0	FF	TG
306	3	0.434	0.00574	0.556	0.21739	0	FF	TG
307	34	0.0823	0.00366	0.138	0.27598	0	FF	TG
312	14	-0.214	-0.00612	0.212	0.84466	0	FF	TG
317	37	0.116	0.00538	0.145	0.21144	0	FF	TG
319	25	0.0994	0.00379	0.162	0.26988	0	FF	TG
337	13	-0.644	-0.0177	0.246	0.99562	0	FF	TG
338	19	0.212	0.00704	0.201	0.14582	0	FF	TG
343	26	0.109	0.00422	0.18	0.27336	0	FF	TG
347	17	0.419	0.0132	0.229	0.033719	0	FF	TG
353	28	0.00143	5.76e-05	0.147	0.49612	0	FF	TG
363	11	0.339	0.00858	0.285	0.11658	0	FF	TG
369	16	0.24	0.00731	0.202	0.11804	0	FF	TG
371	23	-0.0287	-0.00105	0.185	0.56172	0	FF	TG
375	26	0.183	0.00712	0.17	0.1406	0	FF	TG
392	19	0.0662	0.0022	0.189	0.36277	0	FF	TG
403	8	0.423	0.00913	0.331	0.10042	0	FF	TG
407	20	0.0653	0.00223	0.205	0.37488	0	FF	TG
419	27	-0.00522	-0.000207	0.157	0.51327	0	FF	TG
421	25	0.011	0.000418	0.164	0.47331	0	FF	TG
435	14	-0.169	-0.00481	0.23	0.7679	0	FF	TG
439	19	0.191	0.00634	0.181	0.14629	0	FF	TG
451	23	-0.04	-0.00146	0.165	0.59554	0	FF	TG
468	4	-0.326	-0.00498	0.519	0.73535	0	FF	TG
474	6	-0.215	-0.00402	0.363	0.72352	0	FF	TG
476	3	0.568	0.00751	0.545	0.1487	0	FF	TG
477	30	-0.0107	-0.000446	0.157	0.52705	0	FF	TG
487	7	-0.038	-0.000767	0.372	0.54062	0	FF	TG
489	15	-0.359	-0.0106	0.225	0.94501	0	FF	TG
26	39	0.208	0.00988	0.139	0.067446	0	FF	TG
2	31	0.0205	0.000871	0.149	0.44533	0	CG	pgc.bip.full
3	13	0.193	0.00531	0.221	0.19078	0	CG	pgc.bip.full
8	12	-0.0223	-0.000588	0.215	0.54119	0	CG	pgc.bip.full
11	15	-0.202	-0.00596	0.203	0.83956	0	CG	pgc.bip.full
13	11	-0.561	-0.0142	0.273	0.98022	0	CG	pgc.bip.full
16	10	0.241	0.00582	0.261	0.1777	0	CG	pgc.bip.full
19	17	0.119	0.00374	0.201	0.27739	0	CG	pgc.bip.full
23	22	0.204	0.00728	0.155	0.094344	0	CG	pgc.bip.full
27	16	0.0773	0.00236	0.201	0.35046	0	CG	pgc.bip.full
30	22	0.0634	0.00227	0.172	0.35664	0	CG	pgc.bip.full
38	7	0.354	0.00715	0.327	0.13933	0	CG	pgc.bip.full
40	15	0.162	0.00478	0.218	0.22826	0	CG	pgc.bip.full
42	15	0.00402	0.000119	0.214	0.49251	0	CG	pgc.bip.full
46	12	0.0572	0.00151	0.242	0.40663	0	CG	pgc.bip.full
49	9	-0.0449	-0.00103	0.294	0.56082	0	CG	pgc.bip.full
61	14	-0.136	-0.00387	0.276	0.68823	0	CG	pgc.bip.full
74	7	-0.652	-0.0132	0.3	0.98512	0	CG	pgc.bip.full
75	18	0.0755	0.00244	0.174	0.33265	0	CG	pgc.bip.full
78	7	0.612	0.0123	0.326	0.030192	0	CG	pgc.bip.full
87	26	-0.0473	-0.00184	0.15	0.62385	0	CG	pgc.bip.full
88	26	0.0148	0.000574	0.151	0.46095	0	CG	pgc.bip.full
